edge_type_id target_query source_query dynamics_params delay model_template
287 node_type_id=='487664663' pop_name=='i6Htr3a' GABA_InhToExc.json 1.5 exp2syn
288 node_type_id=='471129934' pop_name=='e4Rorb' GABA_InhToExc.json 1.5 exp2syn
289 node_type_id=='471767045' pop_name=='e4Rorb' GABA_InhToExc.json 1.5 exp2syn
290 node_type_id=='485574832' pop_name=='e4Rorb' GABA_InhToExc.json 1.5 exp2syn
291 node_type_id=='485835055' pop_name=='e4Rorb' GABA_InhToExc.json 1.5 exp2syn
292 node_type_id=='485880739' pop_name=='e4Rorb' GABA_InhToExc.json 1.5 exp2syn
293 node_type_id=='486052980' pop_name=='e4Rorb' GABA_InhToExc.json 1.5 exp2syn
294 node_type_id=='486110216' pop_name=='e4Rorb' GABA_InhToExc.json 1.5 exp2syn
295 node_type_id=='487664663' pop_name=='e4Rorb' GABA_InhToExc.json 1.5 exp2syn
296 node_type_id=='471129934' pop_name=='i23Sst' GABA_InhToExc.json 1.5 exp2syn
297 node_type_id=='471758398' pop_name=='i23Sst' GABA_InhToExc.json 1.5 exp2syn
298 node_type_id=='471767045' pop_name=='i23Sst' GABA_InhToExc.json 1.5 exp2syn
299 node_type_id=='485574832' pop_name=='i23Sst' GABA_InhToExc.json 1.5 exp2syn
300 node_type_id=='485835055' pop_name=='i23Sst' GABA_InhToExc.json 1.5 exp2syn
301 node_type_id=='485880739' pop_name=='i23Sst' GABA_InhToExc.json 1.5 exp2syn
302 node_type_id=='486052980' pop_name=='i23Sst' GABA_InhToExc.json 1.5 exp2syn
303 node_type_id=='486110216' pop_name=='i23Sst' GABA_InhToExc.json 1.5 exp2syn
304 node_type_id=='487664663' pop_name=='i23Sst' GABA_InhToExc.json 1.5 exp2syn
305 node_type_id=='471129934' pop_name=='i5Htr3a' GABA_InhToExc.json 1.5 exp2syn
306 node_type_id=='471129934' pop_name=='i6Htr3a' GABA_InhToExc.json 1.5 exp2syn
307 node_type_id=='471758398' pop_name=='i5Htr3a' GABA_InhToExc.json 1.5 exp2syn
308 node_type_id=='471767045' pop_name=='i5Htr3a' GABA_InhToExc.json 1.5 exp2syn
309 node_type_id=='471767045' pop_name=='i6Htr3a' GABA_InhToExc.json 1.5 exp2syn
310 node_type_id=='485574832' pop_name=='i5Htr3a' GABA_InhToExc.json 1.5 exp2syn
311 node_type_id=='485574832' pop_name=='i6Htr3a' GABA_InhToExc.json 1.5 exp2syn
312 node_type_id=='485835055' pop_name=='i6Htr3a' GABA_InhToExc.json 1.5 exp2syn
313 node_type_id=='485835055' pop_name=='i5Htr3a' GABA_InhToExc.json 1.5 exp2syn
314 node_type_id=='485880739' pop_name=='i5Htr3a' GABA_InhToExc.json 1.5 exp2syn
315 node_type_id=='485880739' pop_name=='i6Htr3a' GABA_InhToExc.json 1.5 exp2syn
316 node_type_id=='486052980' pop_name=='i6Htr3a' GABA_InhToExc.json 1.5 exp2syn
317 node_type_id=='486052980' pop_name=='i5Htr3a' GABA_InhToExc.json 1.5 exp2syn
318 node_type_id=='486110216' pop_name=='i5Htr3a' GABA_InhToExc.json 1.5 exp2syn
319 node_type_id=='487664663' pop_name=='i5Htr3a' GABA_InhToExc.json 1.5 exp2syn
320 node_type_id=='487664663' pop_name=='i6Htr3a' GABA_InhToExc.json 1.5 exp2syn
321 node_type_id=='471129934' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
322 node_type_id=='471143169' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
323 node_type_id=='471758398' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
