edge_type_id target_query source_query model_template delay dynamics_params
979 node_type_id=='348592897' pop_name=='LIFi5Sst' exp2syn 1.5 GABA_InhToExc.json
980 node_type_id=='395830185' pop_name=='LIFi5Sst' exp2syn 1.5 GABA_InhToExc.json
981 node_type_id=='469798159' pop_name=='LIFi5Sst' exp2syn 1.5 GABA_InhToExc.json
982 node_type_id=='476126528' pop_name=='LIFi5Sst' exp2syn 1.5 GABA_InhToExc.json
983 node_type_id=='476218657' pop_name=='LIFi5Sst' exp2syn 1.5 GABA_InhToExc.json
984 node_type_id=='314900022' pop_name=='i1Htr3a' exp2syn 3.8 GABA_InhToExc.json
985 node_type_id=='348592897' pop_name=='i1Htr3a' exp2syn 3.8 GABA_InhToExc.json
986 node_type_id=='395830185' pop_name=='i1Htr3a' exp2syn 3.8 GABA_InhToExc.json
987 node_type_id=='469798159' pop_name=='i1Htr3a' exp2syn 3.8 GABA_InhToExc.json
988 node_type_id=='476126528' pop_name=='i1Htr3a' exp2syn 3.8 GABA_InhToExc.json
989 node_type_id=='476218657' pop_name=='i1Htr3a' exp2syn 3.8 GABA_InhToExc.json
990 node_type_id=='314900022' pop_name=='LIFi1Htr3a' exp2syn 3.8 GABA_InhToExc.json
991 node_type_id=='348592897' pop_name=='LIFi1Htr3a' exp2syn 3.8 GABA_InhToExc.json
992 node_type_id=='395830185' pop_name=='LIFi1Htr3a' exp2syn 3.8 GABA_InhToExc.json
993 node_type_id=='469798159' pop_name=='LIFi1Htr3a' exp2syn 3.8 GABA_InhToExc.json
994 node_type_id=='476126528' pop_name=='LIFi1Htr3a' exp2syn 3.8 GABA_InhToExc.json
995 node_type_id=='476218657' pop_name=='LIFi1Htr3a' exp2syn 3.8 GABA_InhToExc.json
1031 node_type_id=='341442651' pop_name=='e5Rbp4' exp2syn 1.2 AMPA_ExcToInh.json
1032 node_type_id=='484635029' pop_name=='e5Rbp4' exp2syn 1.2 AMPA_ExcToInh.json
1033 node_type_id=='488501071' pop_name=='e5Rbp4' exp2syn 1.2 AMPA_ExcToInh.json
1034 node_type_id=='581001895' pop_name=='e5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1035 node_type_id=='581136138' pop_name=='e5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1038 node_type_id=='341442651' pop_name=='e23Cux2' exp2syn 1.2 AMPA_ExcToInh.json
1039 node_type_id=='484635029' pop_name=='e23Cux2' exp2syn 1.2 AMPA_ExcToInh.json
1040 node_type_id=='488501071' pop_name=='e23Cux2' exp2syn 1.2 AMPA_ExcToInh.json
1042 node_type_id=='581001895' pop_name=='i6Pvalb' exp2syn 1.2 GABA_InhToInh.json
1043 node_type_id=='581136138' pop_name=='i6Pvalb' exp2syn 1.2 GABA_InhToInh.json
1045 node_type_id=='341442651' pop_name=='e4Scnn1a' exp2syn 1.2 AMPA_ExcToInh.json
1046 node_type_id=='484635029' pop_name=='e4Scnn1a' exp2syn 1.2 AMPA_ExcToInh.json
1047 node_type_id=='488501071' pop_name=='e4Scnn1a' exp2syn 1.2 AMPA_ExcToInh.json
1049 node_type_id=='341442651' pop_name=='i23Pvalb' exp2syn 1.6 GABA_InhToInh.json
1050 node_type_id=='484635029' pop_name=='i23Pvalb' exp2syn 1.6 GABA_InhToInh.json
1051 node_type_id=='488501071' pop_name=='i23Pvalb' exp2syn 1.6 GABA_InhToInh.json
1053 node_type_id=='341442651' pop_name=='e4other' exp2syn 1.2 AMPA_ExcToInh.json
1054 node_type_id=='484635029' pop_name=='e4other' exp2syn 1.2 AMPA_ExcToInh.json
1055 node_type_id=='488501071' pop_name=='e4other' exp2syn 1.2 AMPA_ExcToInh.json
1057 node_type_id=='341442651' pop_name=='i5Pvalb' exp2syn 1.6 GABA_InhToInh.json
1058 node_type_id=='484635029' pop_name=='i5Pvalb' exp2syn 1.6 GABA_InhToInh.json
1059 node_type_id=='488501071' pop_name=='i5Pvalb' exp2syn 1.6 GABA_InhToInh.json
1060 node_type_id=='581001895' pop_name=='i5Pvalb' exp2syn 1.2 GABA_InhToInh.json
1061 node_type_id=='581136138' pop_name=='i5Pvalb' exp2syn 1.2 GABA_InhToInh.json
1063 node_type_id=='341442651' pop_name=='i4Pvalb' exp2syn 1.6 GABA_InhToInh.json
1064 node_type_id=='484635029' pop_name=='i4Pvalb' exp2syn 1.6 GABA_InhToInh.json
1065 node_type_id=='488501071' pop_name=='i4Pvalb' exp2syn 1.6 GABA_InhToInh.json
1067 node_type_id=='341442651' pop_name=='e4Rorb' exp2syn 1.2 AMPA_ExcToInh.json
1068 node_type_id=='341442651' pop_name=='LIFe4Rorb' exp2syn 1.2 AMPA_ExcToInh.json
1069 node_type_id=='484635029' pop_name=='e4Rorb' exp2syn 1.2 AMPA_ExcToInh.json
1070 node_type_id=='484635029' pop_name=='LIFe4Rorb' exp2syn 1.2 AMPA_ExcToInh.json
1071 node_type_id=='488501071' pop_name=='e4Rorb' exp2syn 1.2 AMPA_ExcToInh.json
1072 node_type_id=='488501071' pop_name=='LIFe4Rorb' exp2syn 1.2 AMPA_ExcToInh.json
1075 node_type_id=='341442651' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1076 node_type_id=='484635029' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1077 node_type_id=='488501071' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1079 node_type_id=='341442651' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1080 node_type_id=='484635029' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1081 node_type_id=='488501071' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1083 node_type_id=='341442651' pop_name=='e4Nr5a1' exp2syn 1.2 AMPA_ExcToInh.json
1084 node_type_id=='484635029' pop_name=='e4Nr5a1' exp2syn 1.2 AMPA_ExcToInh.json
1085 node_type_id=='488501071' pop_name=='e4Nr5a1' exp2syn 1.2 AMPA_ExcToInh.json
1087 node_type_id=='341442651' pop_name=='e5noRbp4' exp2syn 1.2 AMPA_ExcToInh.json
1088 node_type_id=='484635029' pop_name=='e5noRbp4' exp2syn 1.2 AMPA_ExcToInh.json
1089 node_type_id=='488501071' pop_name=='e5noRbp4' exp2syn 1.2 AMPA_ExcToInh.json
1090 node_type_id=='581001895' pop_name=='e5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1091 node_type_id=='581136138' pop_name=='e5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1094 node_type_id=='581001895' pop_name=='e6Ntsr1' exp2syn 1.5 AMPA_ExcToInh.json
1095 node_type_id=='581136138' pop_name=='e6Ntsr1' exp2syn 1.5 AMPA_ExcToInh.json
1097 node_type_id=='484635029' pop_name=='LIFi23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1098 node_type_id=='488501071' pop_name=='LIFi23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1099 node_type_id=='581001895' pop_name=='i6Htr3a' exp2syn 1.5 GABA_InhToInh.json
1100 node_type_id=='581136138' pop_name=='i6Htr3a' exp2syn 1.5 GABA_InhToInh.json
1103 node_type_id=='341442651' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1104 node_type_id=='341442651' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1105 node_type_id=='484635029' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1106 node_type_id=='484635029' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1107 node_type_id=='488501071' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1108 node_type_id=='488501071' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1111 node_type_id=='341442651' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1112 node_type_id=='484635029' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1113 node_type_id=='488501071' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1115 node_type_id=='341442651' pop_name=='LIFi23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1116 node_type_id=='581001895' pop_name=='i5Htr3a' exp2syn 1.5 GABA_InhToInh.json
1117 node_type_id=='581001895' pop_name=='i6Htr3a' exp2syn 1.5 GABA_InhToInh.json
1118 node_type_id=='581136138' pop_name=='i5Htr3a' exp2syn 1.5 GABA_InhToInh.json
1119 node_type_id=='581136138' pop_name=='i6Htr3a' exp2syn 1.5 GABA_InhToInh.json
1123 node_type_id=='581001895' pop_name=='i6Sst' exp2syn 1.5 GABA_InhToInh.json
1124 node_type_id=='581136138' pop_name=='i6Sst' exp2syn 1.5 GABA_InhToInh.json
1126 node_type_id=='581001895' pop_name=='i5Sst' exp2syn 1.5 GABA_InhToInh.json
1127 node_type_id=='581136138' pop_name=='i5Sst' exp2syn 1.5 GABA_InhToInh.json
1129 node_type_id=='341442651' pop_name=='LIFe5Rbp4' exp2syn 1.2 AMPA_ExcToInh.json
1130 node_type_id=='484635029' pop_name=='LIFe5Rbp4' exp2syn 1.2 AMPA_ExcToInh.json
1131 node_type_id=='488501071' pop_name=='LIFe5Rbp4' exp2syn 1.2 AMPA_ExcToInh.json
1132 node_type_id=='581001895' pop_name=='LIFe5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1133 node_type_id=='581136138' pop_name=='LIFe5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1136 node_type_id=='341442651' pop_name=='LIFe23Cux2' exp2syn 1.2 AMPA_ExcToInh.json
1137 node_type_id=='484635029' pop_name=='LIFe23Cux2' exp2syn 1.2 AMPA_ExcToInh.json
1138 node_type_id=='488501071' pop_name=='LIFe23Cux2' exp2syn 1.2 AMPA_ExcToInh.json
1140 node_type_id=='581001895' pop_name=='LIFi6Pvalb' exp2syn 1.2 GABA_InhToInh.json
1141 node_type_id=='581136138' pop_name=='LIFi6Pvalb' exp2syn 1.2 GABA_InhToInh.json
1143 node_type_id=='341442651' pop_name=='LIFe4Scnn1a' exp2syn 1.2 AMPA_ExcToInh.json
1144 node_type_id=='484635029' pop_name=='LIFe4Scnn1a' exp2syn 1.2 AMPA_ExcToInh.json
1145 node_type_id=='488501071' pop_name=='LIFe4Scnn1a' exp2syn 1.2 AMPA_ExcToInh.json
1147 node_type_id=='341442651' pop_name=='LIFi23Pvalb' exp2syn 1.6 GABA_InhToInh.json
1148 node_type_id=='484635029' pop_name=='LIFi23Pvalb' exp2syn 1.6 GABA_InhToInh.json
1149 node_type_id=='488501071' pop_name=='LIFi23Pvalb' exp2syn 1.6 GABA_InhToInh.json
1151 node_type_id=='341442651' pop_name=='LIFe4other' exp2syn 1.2 AMPA_ExcToInh.json
1152 node_type_id=='484635029' pop_name=='LIFe4other' exp2syn 1.2 AMPA_ExcToInh.json
1153 node_type_id=='488501071' pop_name=='LIFe4other' exp2syn 1.2 AMPA_ExcToInh.json
1155 node_type_id=='341442651' pop_name=='LIFi5Pvalb' exp2syn 1.6 GABA_InhToInh.json
1156 node_type_id=='484635029' pop_name=='LIFi5Pvalb' exp2syn 1.6 GABA_InhToInh.json
1157 node_type_id=='488501071' pop_name=='LIFi5Pvalb' exp2syn 1.6 GABA_InhToInh.json
1158 node_type_id=='581001895' pop_name=='LIFi5Pvalb' exp2syn 1.2 GABA_InhToInh.json
1159 node_type_id=='581136138' pop_name=='LIFi5Pvalb' exp2syn 1.2 GABA_InhToInh.json
1161 node_type_id=='341442651' pop_name=='LIFi4Pvalb' exp2syn 1.6 GABA_InhToInh.json
1162 node_type_id=='484635029' pop_name=='LIFi4Pvalb' exp2syn 1.6 GABA_InhToInh.json
1163 node_type_id=='488501071' pop_name=='LIFi4Pvalb' exp2syn 1.6 GABA_InhToInh.json
1165 node_type_id=='341442651' pop_name=='LIFe4Rorb' exp2syn 1.2 AMPA_ExcToInh.json
1166 node_type_id=='484635029' pop_name=='LIFe4Rorb' exp2syn 1.2 AMPA_ExcToInh.json
1167 node_type_id=='488501071' pop_name=='LIFe4Rorb' exp2syn 1.2 AMPA_ExcToInh.json
1168 node_type_id=='581136138' pop_name=='i5Htr3a' exp2syn 1.5 AMPA_ExcToInh.json
1170 node_type_id=='341442651' pop_name=='LIFi4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1171 node_type_id=='484635029' pop_name=='LIFi4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1172 node_type_id=='488501071' pop_name=='LIFi4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1174 node_type_id=='341442651' pop_name=='LIFi4Sst' exp2syn 1.5 GABA_InhToInh.json
1175 node_type_id=='484635029' pop_name=='LIFi4Sst' exp2syn 1.5 GABA_InhToInh.json
1176 node_type_id=='488501071' pop_name=='LIFi4Sst' exp2syn 1.5 GABA_InhToInh.json
1178 node_type_id=='341442651' pop_name=='LIFe4Nr5a1' exp2syn 1.2 AMPA_ExcToInh.json
1179 node_type_id=='484635029' pop_name=='LIFe4Nr5a1' exp2syn 1.2 AMPA_ExcToInh.json
1180 node_type_id=='488501071' pop_name=='LIFe4Nr5a1' exp2syn 1.2 AMPA_ExcToInh.json
1182 node_type_id=='341442651' pop_name=='LIFe5noRbp4' exp2syn 1.2 AMPA_ExcToInh.json
1183 node_type_id=='484635029' pop_name=='LIFe5noRbp4' exp2syn 1.2 AMPA_ExcToInh.json
1184 node_type_id=='488501071' pop_name=='LIFe5noRbp4' exp2syn 1.2 AMPA_ExcToInh.json
1185 node_type_id=='581001895' pop_name=='LIFe5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1186 node_type_id=='581136138' pop_name=='LIFe5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1189 node_type_id=='581001895' pop_name=='LIFe6Ntsr1' exp2syn 1.5 AMPA_ExcToInh.json
1190 node_type_id=='581136138' pop_name=='LIFe6Ntsr1' exp2syn 1.5 AMPA_ExcToInh.json
1192 node_type_id=='581001895' pop_name=='LIFi6Htr3a' exp2syn 1.5 GABA_InhToInh.json
1193 node_type_id=='581136138' pop_name=='LIFi6Htr3a' exp2syn 1.5 GABA_InhToInh.json
1195 node_type_id=='341442651' pop_name=='LIFi23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1196 node_type_id=='341442651' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1197 node_type_id=='484635029' pop_name=='LIFi23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1198 node_type_id=='484635029' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1199 node_type_id=='488501071' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1200 node_type_id=='488501071' pop_name=='LIFi23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1202 node_type_id=='341442651' pop_name=='LIFi23Sst' exp2syn 1.5 GABA_InhToInh.json
1203 node_type_id=='484635029' pop_name=='LIFi23Sst' exp2syn 1.5 GABA_InhToInh.json
1204 node_type_id=='488501071' pop_name=='LIFi23Sst' exp2syn 1.5 GABA_InhToInh.json
1206 node_type_id=='581001895' pop_name=='LIFi5Htr3a' exp2syn 1.5 GABA_InhToInh.json
1208 node_type_id=='581001895' pop_name=='LIFi6Sst' exp2syn 1.5 GABA_InhToInh.json
1209 node_type_id=='581136138' pop_name=='LIFi6Sst' exp2syn 1.5 GABA_InhToInh.json
1211 node_type_id=='581001895' pop_name=='LIFi5Sst' exp2syn 1.5 GABA_InhToInh.json
1212 node_type_id=='581136138' pop_name=='LIFi5Sst' exp2syn 1.5 GABA_InhToInh.json
1214 node_type_id=='341442651' pop_name=='i1Htr3a' exp2syn 3.8 GABA_InhToInh.json
1215 node_type_id=='484635029' pop_name=='i1Htr3a' exp2syn 3.8 GABA_InhToInh.json
1216 node_type_id=='488501071' pop_name=='i1Htr3a' exp2syn 3.8 GABA_InhToInh.json
1218 node_type_id=='341442651' pop_name=='LIFi1Htr3a' exp2syn 3.8 GABA_InhToInh.json
1219 node_type_id=='484635029' pop_name=='LIFi1Htr3a' exp2syn 3.8 GABA_InhToInh.json
1220 node_type_id=='488501071' pop_name=='LIFi1Htr3a' exp2syn 3.8 GABA_InhToInh.json
1222 node_type_id=='327962063' pop_name=='e5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1223 node_type_id=='464188580' pop_name=='e5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1224 node_type_id=='469753383' pop_name=='e5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1225 node_type_id=='474267418' pop_name=='e5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1226 node_type_id=='475622680' pop_name=='e5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1227 node_type_id=='475622793' pop_name=='e5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1228 node_type_id=='479220013' pop_name=='e5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1229 node_type_id=='327962063' pop_name=='e23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1230 node_type_id=='464188580' pop_name=='e23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1231 node_type_id=='469753383' pop_name=='e23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1232 node_type_id=='474267418' pop_name=='e23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1233 node_type_id=='475622680' pop_name=='e23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1234 node_type_id=='475622793' pop_name=='e23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1235 node_type_id=='479220013' pop_name=='e23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1236 node_type_id=='327962063' pop_name=='e4Scnn1a' exp2syn 1.5 AMPA_ExcToInh.json
1237 node_type_id=='464188580' pop_name=='e4Scnn1a' exp2syn 1.5 AMPA_ExcToInh.json
1238 node_type_id=='469753383' pop_name=='e4Scnn1a' exp2syn 1.5 AMPA_ExcToInh.json
1239 node_type_id=='474267418' pop_name=='e4Scnn1a' exp2syn 1.5 AMPA_ExcToInh.json
1240 node_type_id=='475622680' pop_name=='e4Scnn1a' exp2syn 1.5 AMPA_ExcToInh.json
1241 node_type_id=='475622793' pop_name=='e4Scnn1a' exp2syn 1.5 AMPA_ExcToInh.json
1242 node_type_id=='479220013' pop_name=='e4Scnn1a' exp2syn 1.5 AMPA_ExcToInh.json
1243 node_type_id=='327962063' pop_name=='i23Pvalb' exp2syn 1.2 GABA_InhToInh.json
1244 node_type_id=='464188580' pop_name=='i23Pvalb' exp2syn 1.2 GABA_InhToInh.json
1245 node_type_id=='469753383' pop_name=='i23Pvalb' exp2syn 1.2 GABA_InhToInh.json
1246 node_type_id=='474267418' pop_name=='i23Pvalb' exp2syn 1.2 GABA_InhToInh.json
1247 node_type_id=='475622680' pop_name=='i23Pvalb' exp2syn 1.2 GABA_InhToInh.json
1248 node_type_id=='475622793' pop_name=='i23Pvalb' exp2syn 1.2 GABA_InhToInh.json
1249 node_type_id=='479220013' pop_name=='i23Pvalb' exp2syn 1.2 GABA_InhToInh.json
1250 node_type_id=='327962063' pop_name=='e4other' exp2syn 1.5 AMPA_ExcToInh.json
1251 node_type_id=='464188580' pop_name=='e4other' exp2syn 1.5 AMPA_ExcToInh.json
1252 node_type_id=='469753383' pop_name=='e4other' exp2syn 1.5 AMPA_ExcToInh.json
1253 node_type_id=='474267418' pop_name=='e4other' exp2syn 1.5 AMPA_ExcToInh.json
1254 node_type_id=='475622680' pop_name=='e4other' exp2syn 1.5 AMPA_ExcToInh.json
1255 node_type_id=='475622793' pop_name=='e4other' exp2syn 1.5 AMPA_ExcToInh.json
1256 node_type_id=='479220013' pop_name=='e4other' exp2syn 1.5 AMPA_ExcToInh.json
1257 node_type_id=='327962063' pop_name=='i4Pvalb' exp2syn 1.2 GABA_InhToInh.json
1258 node_type_id=='464188580' pop_name=='i4Pvalb' exp2syn 1.2 GABA_InhToInh.json
1259 node_type_id=='469753383' pop_name=='i4Pvalb' exp2syn 1.2 GABA_InhToInh.json
1260 node_type_id=='474267418' pop_name=='i4Pvalb' exp2syn 1.2 GABA_InhToInh.json
1261 node_type_id=='475622680' pop_name=='i4Pvalb' exp2syn 1.2 GABA_InhToInh.json
1262 node_type_id=='475622793' pop_name=='i4Pvalb' exp2syn 1.2 GABA_InhToInh.json
1263 node_type_id=='479220013' pop_name=='i4Pvalb' exp2syn 1.2 GABA_InhToInh.json
1264 node_type_id=='327962063' pop_name=='e4Rorb' exp2syn 1.5 AMPA_ExcToInh.json
1265 node_type_id=='464188580' pop_name=='e4Rorb' exp2syn 1.5 AMPA_ExcToInh.json
1266 node_type_id=='464188580' pop_name=='LIFe4Rorb' exp2syn 1.5 AMPA_ExcToInh.json
1267 node_type_id=='469753383' pop_name=='e4Rorb' exp2syn 1.5 AMPA_ExcToInh.json
1268 node_type_id=='474267418' pop_name=='e4Rorb' exp2syn 1.5 AMPA_ExcToInh.json
1269 node_type_id=='475622680' pop_name=='e4Rorb' exp2syn 1.5 AMPA_ExcToInh.json
1270 node_type_id=='475622793' pop_name=='e4Rorb' exp2syn 1.5 AMPA_ExcToInh.json
1271 node_type_id=='479220013' pop_name=='e4Rorb' exp2syn 1.5 AMPA_ExcToInh.json
1272 node_type_id=='479220013' pop_name=='LIFe4Rorb' exp2syn 1.5 AMPA_ExcToInh.json
1273 node_type_id=='327962063' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1274 node_type_id=='464188580' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1275 node_type_id=='469753383' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1276 node_type_id=='474267418' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1277 node_type_id=='475622680' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1278 node_type_id=='475622793' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1279 node_type_id=='479220013' pop_name=='i4Htr3a' exp2syn 1.5 GABA_InhToInh.json
1280 node_type_id=='327962063' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1281 node_type_id=='464188580' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1282 node_type_id=='469753383' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1283 node_type_id=='474267418' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1284 node_type_id=='475622680' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1285 node_type_id=='475622793' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1286 node_type_id=='479220013' pop_name=='i4Sst' exp2syn 1.5 GABA_InhToInh.json
1287 node_type_id=='327962063' pop_name=='e4Nr5a1' exp2syn 1.5 AMPA_ExcToInh.json
1288 node_type_id=='464188580' pop_name=='e4Nr5a1' exp2syn 1.5 AMPA_ExcToInh.json
1289 node_type_id=='469753383' pop_name=='e4Nr5a1' exp2syn 1.5 AMPA_ExcToInh.json
1290 node_type_id=='474267418' pop_name=='e4Nr5a1' exp2syn 1.5 AMPA_ExcToInh.json
1291 node_type_id=='475622680' pop_name=='e4Nr5a1' exp2syn 1.5 AMPA_ExcToInh.json
1292 node_type_id=='475622793' pop_name=='e4Nr5a1' exp2syn 1.5 AMPA_ExcToInh.json
1293 node_type_id=='479220013' pop_name=='e4Nr5a1' exp2syn 1.5 AMPA_ExcToInh.json
1294 node_type_id=='327962063' pop_name=='e5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1295 node_type_id=='464188580' pop_name=='e5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1296 node_type_id=='469753383' pop_name=='e5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1297 node_type_id=='474267418' pop_name=='e5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1298 node_type_id=='475622680' pop_name=='e5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1299 node_type_id=='475622793' pop_name=='e5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1300 node_type_id=='479220013' pop_name=='e5noRbp4' exp2syn 1.5 AMPA_ExcToInh.json
1301 node_type_id=='327962063' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1302 node_type_id=='327962063' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1303 node_type_id=='464188580' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1304 node_type_id=='464188580' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1305 node_type_id=='469753383' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1306 node_type_id=='469753383' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1307 node_type_id=='474267418' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1308 node_type_id=='474267418' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1309 node_type_id=='475622680' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1310 node_type_id=='475622680' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1311 node_type_id=='475622793' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1312 node_type_id=='475622793' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1313 node_type_id=='479220013' pop_name=='i23Htr3a' exp2syn 1.5 GABA_InhToInh.json
1314 node_type_id=='479220013' pop_name=='e4Rorb' exp2syn 1.5 GABA_InhToInh.json
1315 node_type_id=='327962063' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1316 node_type_id=='464188580' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1317 node_type_id=='469753383' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1318 node_type_id=='474267418' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1319 node_type_id=='475622680' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1320 node_type_id=='475622793' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1321 node_type_id=='479220013' pop_name=='i23Sst' exp2syn 1.5 GABA_InhToInh.json
1322 node_type_id=='327962063' pop_name=='LIFe5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1323 node_type_id=='464188580' pop_name=='LIFe5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1324 node_type_id=='469753383' pop_name=='LIFe5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1325 node_type_id=='474267418' pop_name=='LIFe5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1326 node_type_id=='475622680' pop_name=='LIFe5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1327 node_type_id=='475622793' pop_name=='LIFe5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1328 node_type_id=='479220013' pop_name=='LIFe5Rbp4' exp2syn 1.5 AMPA_ExcToInh.json
1329 node_type_id=='327962063' pop_name=='LIFe23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1330 node_type_id=='464188580' pop_name=='LIFe23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1331 node_type_id=='469753383' pop_name=='LIFe23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1332 node_type_id=='474267418' pop_name=='LIFe23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1333 node_type_id=='475622680' pop_name=='LIFe23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1334 node_type_id=='475622793' pop_name=='LIFe23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1335 node_type_id=='479220013' pop_name=='LIFe23Cux2' exp2syn 1.5 AMPA_ExcToInh.json
1336 node_type_id=='327962063' pop_name=='LIFe4Scnn1a' exp2syn 1.5 AMPA_ExcToInh.json
