node_type_id ei dynamics_params population location model_processing morphology pop_name model_template model_type
320207387 e 320207387_fit.json v1 VisL5 aibs_axon Scnn1a-Tg3-Cre_Ai14-170426.03.01.01_491392845_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
323865917 e 323865917_fit.json v1 VisL5 aibs_axon Scnn1a-Tg3-Cre_Ai14-172530.06.01.01_492413272_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
324025297 e 324025297_fit.json v1 VisL5 aibs_axon Rorb-IRES2-Cre-D_Ai14-172651.04.01.01_491458287_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
349621141 e 349621141_fit.json v1 VisL5 aibs_axon Scnn1a-Tg2-Cre_Ai14-176961.06.02.01_491253847_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
354190013 e 354190013_fit.json v1 VisL5 aibs_axon Scnn1a-Tg2-Cre_Ai14-176962.05.01.01_495335447_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
468120757 e 468120757_fit.json v1 VisL5 aibs_axon Scnn1a-Tg3-Cre_Ai14-177297.05.02.01_495335458_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
468193142 e 468193142_fit.json v1 VisL5 aibs_axon Scnn1a-Tg3-Cre_Ai14-177297.06.01.01_491120155_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
469793303 e 469793303_fit.json v1 VisL5 aibs_axon Scnn1a-Tg3-Cre_Ai14-180214.05.02.01_492413246_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
473601979 e 473601979_fit.json v1 VisL5 aibs_axon Rorb-IRES2-Cre-D_Ai14-181715.04.01.01_491392833_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
476048909 e 476048909_fit.json v1 VisL5 aibs_axon Rorb-IRES2-Cre-D_Ai14-187416.05.01.01_491796267_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
476131588 e 476131588_fit.json v1 VisL5 aibs_axon Scnn1a-Tg3-Cre_Ai14-187849.06.02.01_491392799_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
480116737 e 480116737_fit.json v1 VisL5 aibs_axon Rorb-IRES2-Cre-D_Ai14-197332.04.02.01_492100936_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
480169178 e 480169178_fit.json v1 VisL5 aibs_axon Rorb-IRES2-Cre-D_Ai14-197353.06.02.01_496079587_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
480351780 e 480351780_fit.json v1 VisL5 aibs_axon Rorb-IRES2-Cre-D_Ai14-197851.04.01.01_491770985_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
480353286 e 480353286_fit.json v1 VisL5 aibs_axon Rorb-IRES2-Cre-D_Ai14-197851.05.02.01_492413372_m.swc e5noRbp4 ctdb:Biophys1.hoc biophysical
100000109 i i5Htr3a_avg_lif.json v1 VisL5   LIFi5Htr3a nrn:IntFire1 point_neuron
478110866 i 478110866_fit.json v1 VisL5 aibs_axon Htr3a-Cre_NO152_Ai14-192821.05.01.01_491771409_m.swc i5Htr3a ctdb:Biophys1.hoc biophysical
481001895 i 481001895_fit.json v1 VisL5 aibs_axon Htr3a-Cre_NO152_Ai14-198254.03.02.01_491119526_m.swc i5Htr3a ctdb:Biophys1.hoc biophysical
481136138 i 481136138_fit.json v1 VisL5 aibs_axon Htr3a-Cre_NO152_Ai14-200434.06.02.01_513556274_m.swc i5Htr3a ctdb:Biophys1.hoc biophysical
482644550 i 482644550_fit.json v1 VisL5 aibs_axon Htr3a-Cre_NO152_Ai14-200442.05.02.01_495337161_m.swc i5Htr3a ctdb:Biophys1.hoc biophysical
100000111 i i5Pvalb_avg_lif.json v1 VisL5   LIFi5Pvalb nrn:IntFire1 point_neuron
313861608 i 313861608_fit.json v1 VisL5 aibs_axon Pvalb-IRES-Cre_Ai14-165874.04.02.01_491119570_m.swc i5Pvalb ctdb:Biophys1.hoc biophysical
321023397 i 321023397_fit.json v1 VisL5 aibs_axon Pvalb-IRES-Cre_Ai14-171555.06.01.01_496722847_m.swc i5Pvalb ctdb:Biophys1.hoc biophysical
333785962 i 333785962_fit.json v1 VisL5 aibs_axon Pvalb-IRES-Cre_Ai14-176852.05.02.01_513557613_m.swc i5Pvalb ctdb:Biophys1.hoc biophysical
396608557 i 396608557_fit.json v1 VisL5 aibs_axon Pvalb-IRES-Cre_Ai14-177452.03.02.01_491119336_m.swc i5Pvalb ctdb:Biophys1.hoc biophysical
469610831 i 469610831_fit.json v1 VisL5 aibs_axon Pvalb-IRES-Cre_Ai14-177452.03.01.01_491120251_m.swc i5Pvalb ctdb:Biophys1.hoc biophysical
471077857 i 471077857_fit.json v1 VisL5 aibs_axon Pvalb-IRES-Cre_Ai14-180633.05.01.01_491119234_m.swc i5Pvalb ctdb:Biophys1.hoc biophysical
471085676 i 471085676_fit.json v1 VisL5 aibs_axon Pvalb-IRES-Cre_Ai14-180633.04.01.01_491771159_m.swc i5Pvalb ctdb:Biophys1.hoc biophysical
478793814 i 478793814_fit.json v1 VisL5 aibs_axon Pvalb-IRES-Cre_Ai14-195045.05.02.01_491119688_m.swc i5Pvalb ctdb:Biophys1.hoc biophysical
486783119 i 486783119_fit.json v1 VisL5 aibs_axon Pvalb-IRES-Cre_Ai14-212809.03.01.01_500961658_m.swc i5Pvalb ctdb:Biophys1.hoc biophysical
100000118 i i5Sst_avg_lif.json v1 VisL5   LIFi5Sst nrn:IntFire1 point_neuron
323475862 i 323475862_fit.json v1 VisL5 aibs_axon Sst-IRES-Cre_Ai14-172534.06.01.01_491770330_m.swc i5Sst ctdb:Biophys1.hoc biophysical
464198958 i 464198958_fit.json v1 VisL5 aibs_axon Sst-IRES-Cre_Ai14-165865.03.01.01_491119181_m.swc i5Sst ctdb:Biophys1.hoc biophysical
475517090 i 475517090_fit.json v1 VisL5 aibs_axon Sst-IRES-Cre_Ai14-184927.03.02.01_492100832_m.swc i5Sst ctdb:Biophys1.hoc biophysical
478396248 i 478396248_fit.json v1 VisL5 aibs_axon Sst-IRES-Cre_Ai14-192340.03.01.01_491119721_m.swc i5Sst ctdb:Biophys1.hoc biophysical
482690728 i 482690728_fit.json v1 VisL5 aibs_axon Sst-IRES-Cre_Ai14-199390.05.01.01_492101025_m.swc i5Sst ctdb:Biophys1.hoc biophysical
100000121 e e6Ntsr1_avg_lif.json v1 VisL6   LIFe6Ntsr1 nrn:IntFire1 point_neuron
466632464 e 466632464_fit.json v1 VisL6 aibs_axon Ntsr1-Cre_Ai14-171080.04.02.01_492413307_m.swc e6Ntsr1 ctdb:Biophys1.hoc biophysical
471410185 e 471410185_fit.json v1 VisL6 aibs_axon Ntsr1-Cre_Ai14-180761.02.01.01_491459160_m.swc e6Ntsr1 ctdb:Biophys1.hoc biophysical
471786879 e 471786879_fit.json v1 VisL6 aibs_axon Ntsr1-Cre_Ai14-181184.05.02.01_491392868_m.swc e6Ntsr1 ctdb:Biophys1.hoc biophysical
471789504 e 471789504_fit.json v1 VisL6 aibs_axon Ntsr1-Cre_Ai14-181184.05.01.01_492413318_m.swc e6Ntsr1 ctdb:Biophys1.hoc biophysical
471819401 e 471819401_fit.json v1 VisL6 aibs_axon Ntsr1-Cre_Ai14-181184.02.02.01_491771181_m.swc e6Ntsr1 ctdb:Biophys1.hoc biophysical
100000106 i i6Htr3a_avg_lif.json v1 VisL6   LIFi6Htr3a nrn:IntFire1 point_neuron
581001895 i 481001895_fit.json v1 VisL6 aibs_axon Htr3a-Cre_NO152_Ai14-198254.03.02.01_491119526_m.swc i6Htr3a ctdb:Biophys1.hoc biophysical
581136138 i 481136138_fit.json v1 VisL6 aibs_axon Htr3a-Cre_NO152_Ai14-200434.06.02.01_513556274_m.swc i6Htr3a ctdb:Biophys1.hoc biophysical
100000103 i i6Pvalb_avg_lif.json v1 VisL6   LIFi6Pvalb nrn:IntFire1 point_neuron
321708130 i 321708130_fit.json v1 VisL6 aibs_axon Pvalb-IRES-Cre_Ai14-172101.05.02.01_491119710_m.swc i6Pvalb ctdb:Biophys1.hoc biophysical
471087830 i 471087830_fit.json v1 VisL6 aibs_axon Pvalb-IRES-Cre_Ai14-180634.04.01.01_495335480_m.swc i6Pvalb ctdb:Biophys1.hoc biophysical
478058328 i 478058328_fit.json v1 VisL6 aibs_axon Pvalb-IRES-Cre_Ai14-191322.04.02.01_491119269_m.swc i6Pvalb ctdb:Biophys1.hoc biophysical
478828646 i 478828646_fit.json v1 VisL6 aibs_axon Pvalb-IRES-Cre_Ai14-195049.06.01.01_491119604_m.swc i6Pvalb ctdb:Biophys1.hoc biophysical
100000120 i i6Sst_avg_lif.json v1 VisL6   LIFi6Sst nrn:IntFire1 point_neuron
313862306 i 313862306_fit.json v1 VisL6 aibs_axon Sst-IRES-Cre_Ai14-167636.04.01.01_491119515_m.swc i6Sst ctdb:Biophys1.hoc biophysical
473564515 i 473564515_fit.json v1 VisL6 aibs_axon Sst-IRES-Cre_Ai14-182533.05.01.01_491770886_m.swc i6Sst ctdb:Biophys1.hoc biophysical
476104386 i 476104386_fit.json v1 VisL6 aibs_axon Sst-IRES-Cre_Ai14-187427.04.01.01_491119894_m.swc i6Sst ctdb:Biophys1.hoc biophysical
476754635 i 476754635_fit.json v1 VisL6 aibs_axon Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc i6Sst ctdb:Biophys1.hoc biophysical
