t/ms,(location 0 1),(location 1 0)
0.0,-80.0,-80.0
0.01,-80.01320380773595,-80.01320380773595
0.02,-80.02327486987693,-80.02327486987693
0.03,-80.0318072516273,-80.0318072516273
0.04,-80.03936645482965,-80.03936645482965
0.05,-80.04622575456406,-80.04622575456406
0.06,-80.05254227284452,-80.05254227284452
0.07,-80.05841765977881,-80.05841765977881
0.08,-80.06392355559228,-80.06392355559228
0.09,-80.06911368221753,-80.06911368221753
0.1,-80.07403015215576,-80.07403015215576
0.11,-80.07870703463396,-80.07870703463396
0.12,-80.08317251969744,-80.08317251969744
0.13,-80.08745031674155,-80.08745031674155
0.14,-80.0915606090964,-80.0915606090964
0.15,-80.09552073660304,-80.09552073660304
0.16,-80.09934570292239,-80.09934570292239
0.17,-80.1030485647471,-80.1030485647471
0.18,-80.1066407381359,-80.1066407381359
0.19,-80.11013224468198,-80.11013224468198
0.2,-80.11353191260581,-80.11353191260581
0.21,-80.11684754318608,-80.11684754318608
0.22,-80.12008604999511,-80.12008604999511
0.23,-80.12325357634467,-80.12325357634467
0.24,-80.12635559502439,-80.12635559502439
0.25,-80.12939699348485,-80.12939699348485
0.26,-80.13238214689821,-80.13238214689821
0.27,-80.13531498107415,-80.13531498107415
0.28,-80.13819902678756,-80.13819902678756
0.29,-80.1410374668518,-80.1410374668518
0.3,-80.14383317695334,-80.14383317695334
0.31,-80.14658876121123,-80.14658876121123
0.32,-80.14930658313773,-80.14930658313773
0.33,-80.15198879269671,-80.15198879269671
0.34,-80.1546373499617,-80.1546373499617
0.35000000000000003,-80.15725404584639,-80.15725404584639
0.36,-80.15984052028405,-80.15984052028405
0.37,-80.16239827822544,-80.16239827822544
0.38,-80.16492870370365,-80.16492870370365
0.39,-80.16743307223636,-80.16743307223636
0.4,-80.16991256178122,-80.16991256178122
0.41000000000000003,-80.17236826242618,-80.17236826242618
0.42,-80.17480118496148,-80.17480118496148
0.43,-80.17721226848455,-80.17721226848455
0.44,-80.17960238716677,-80.17960238716677
0.45,-80.18197235626822,-80.18197235626822
0.46,-80.1843229374942,-80.1843229374942
0.47000000000000003,-80.18665484378508,-80.18665484378508
0.48,-80.18896874358614,-80.18896874358614
0.49,-80.19126526468769,-80.19126526468769
0.5,-80.1935449976552,-80.1935449976552
0.51,-80.19580849891601,-80.19580849891601
0.52,-80.19805629353777,-80.19805629353777
0.53,-80.2002888777226,-80.2002888777226
0.54,-80.20250672107773,-80.20250672107773
0.55,-80.20471026864517,-80.20471026864517
0.56,-80.20689994275416,-80.20689994275416
0.5700000000000001,-80.2090761446958,-80.2090761446958
0.58,-80.21123925624423,-80.21123925624423
0.59,-80.21338964103798,-80.21338964103798
0.6,-80.21552764584652,-80.21552764584652
0.61,-80.21765360170825,-80.21765360170825
0.62,-80.2197678249908,-80.2197678249908
0.63,-80.22187061834431,-80.22187061834431
0.64,-80.22396227158488,-80.22396227158488
0.65,-80.22604306249708,-80.22604306249708
0.66,-80.22811325758549,-80.22811325758549
0.67,-80.23017311274192,-80.23017311274192
0.68,-80.23222287388342,-80.23222287388342
0.6900000000000001,-80.23426277752955,-80.23426277752955
0.7000000000000001,-80.2362930513353,-80.2362930513353
0.71,-80.23831391458721,-80.23831391458721
0.72,-80.24032557866295,-80.24032557866295
0.73,-80.24232824745255,-80.24232824745255
0.74,-80.24432211775549,-80.24432211775549
0.75,-80.24630737964682,-80.24630737964682
0.76,-80.24828421681357,-80.24828421681357
0.77,-80.25025280687777,-80.25025280687777
0.78,-80.25221332169376,-80.25221332169376
0.79,-80.25416592761853,-80.25416592761853
0.8,-80.25611078577178,-80.25611078577178
0.81,-80.25804805228303,-80.25804805228303
0.8200000000000001,-80.25997787851293,-80.25997787851293
0.8300000000000001,-80.26190041126921,-80.26190041126921
0.84,-80.26381579300022,-80.26381579300022
0.85,-80.26572416199245,-80.26572416199245
0.8500000238418579,-80.26572416654191,-80.26572416654191
0.8600000238418579,-80.26762565706971,-80.26762565706971
0.8700000238418579,-80.26952039961928,-80.26952039961928
0.8800000238418579,-80.27140852098611,-80.27140852098611
0.890000023841858,-80.2732901444527,-80.2732901444527
0.900000023841858,-80.27516538991736,-80.27516538991736
0.910000023841858,-80.27703437402405,-80.27703437402405
0.9200000238418579,-80.27889721030098,-80.27889721030098
0.9300000238418579,-80.28075400926414,-80.28075400926414
0.9400000238418579,-80.28260487853672,-80.28260487853672
0.9500000238418579,-80.2844499229551,-80.2844499229551
0.9600000238418579,-80.28628924466689,-80.28628924466689
0.9700000238418579,-80.2881229432301,-80.2881229432301
0.9800000238418579,-80.28995111570457,-80.28995111570457
0.9900000238418579,-80.29177385672946,-80.29177385672946
1.0000000238418578,-80.29359125862138,-80.29359125862138
1.0100000238418578,-80.29540341143966,-80.29540341143966
1.0200000238418578,-80.29721040306903,-80.29721040306903
1.0300000238418578,-80.299012319288,-80.299012319288
1.0400000238418579,-80.30080924383773,-80.30080924383773
1.0500000238418579,-80.3026012584885,-80.3026012584885
1.0600000238418579,-80.30438844310392,-80.30438844310392
1.0700000238418579,-80.30617087569458,-80.30617087569458
1.080000023841858,-80.3079486324823,-80.3079486324823
1.090000023841858,-80.30972178794869,-80.30972178794869
1.100000023841858,-80.31149041489503,-80.31149041489503
1.110000023841858,-80.31325458448592,-80.31325458448592
1.120000023841858,-80.31501436630148,-80.31501436630148
1.130000023841858,-80.31676982838444,-80.31676982838444
1.140000023841858,-80.31852103728224,-80.31852103728224
1.150000023841858,-80.32026805809245,-80.32026805809245
1.160000023841858,-80.32201095450324,-80.32201095450324
1.170000023841858,-80.32374978882959,-80.32374978882959
1.180000023841858,-80.32548462206019,-80.32548462206019
1.190000023841858,-80.32721551388615,-80.32721551388615
1.200000023841858,-80.32894252273981,-80.32894252273981
1.210000023841858,-80.3306657058251,-80.3306657058251
1.220000023841858,-80.33238511916306,-80.33238511916306
1.230000023841858,-80.33410081760644,-80.33410081760644
1.2400000238418578,-80.33581285488255,-80.33581285488255
1.2500000238418578,-80.33752128362136,-80.33752128362136
1.2600000238418578,-80.33922615537651,-80.33922615537651
1.2700000238418578,-80.34092752066277,-80.34092752066277
1.2800000238418578,-80.34262542897967,-80.34262542897967
1.2900000238418579,-80.34431992883373,-80.34431992883373
1.3000000238418579,-80.34601106776529,-80.34601106776529
1.3100000238418579,-80.34769889237906,-80.34769889237906
1.3200000238418579,-80.34938344835955,-80.34938344835955
1.330000023841858,-80.35106478049458,-80.35106478049458
1.340000023841858,-80.352742932702,-80.352742932702
1.350000023841858,-80.35441794804873,-80.35441794804873
1.360000023841858,-80.35608986877054,-80.35608986877054
1.370000023841858,-80.35775873628948,-80.35775873628948
1.380000023841858,-80.35942459124148,-80.35942459124148
1.390000023841858,-80.36108747348959,-80.36108747348959
1.400000023841858,-80.36274742214019,-80.36274742214019
1.410000023841858,-80.3644044755635,-80.3644044755635
1.420000023841858,-80.36605867141347,-80.36605867141347
1.430000023841858,-80.36771004663788,-80.36771004663788
1.440000023841858,-80.36935863750546,-80.36935863750546
1.450000023841858,-80.37100447960837,-80.37100447960837
1.460000023841858,-80.37264760788405,-80.37264760788405
1.470000023841858,-80.37428805663309,-80.37428805663309
1.480000023841858,-80.37592585953112,-80.37592585953112
1.490000023841858,-80.37756104963707,-80.37756104963707
1.5000000238418578,-80.37919365941747,-80.37919365941747
1.5100000238418578,-80.38082372074764,-80.38082372074764
1.5200000238418578,-80.38245126494013,-80.38245126494013
1.5300000238418578,-80.38407632274347,-80.38407632274347
1.5400000238418579,-80.38569892436257,-80.38569892436257
1.5500000238418579,-80.38731909946164,-80.38731909946164
1.5600000238418579,-80.38893687718728,-80.38893687718728
1.5700000238418579,-80.3905522861693,-80.3905522861693
1.580000023841858,-80.39216535454037,-80.39216535454037
1.590000023841858,-80.39377610994238,-80.39377610994238
1.600000023841858,-80.39538457953854,-80.39538457953854
1.610000023841858,-80.39699079001913,-80.39699079001913
1.620000023841858,-80.39859476761781,-80.39859476761781
