t/ms,(location 0 1),(location 1 0)
2448.570068664551,-75.41218043386661,-75.41218043386661
2448.5800686645507,-75.40071969572202,-75.40071969572202
2448.590068664551,-75.38922653194825,-75.38922653194825
2448.6000686645507,-75.37770270323956,-75.37770270323956
2448.610068664551,-75.36614994393824,-75.36614994393824
2448.6200686645507,-75.35456996231603,-75.35456996231603
2448.630068664551,-75.34296444085452,-75.34296444085452
2448.6400686645507,-75.33133503649442,-75.33133503649442
2448.650068664551,-75.31968338089642,-75.31968338089642
2448.6600686645506,-75.30801108070573,-75.30801108070573
2448.670068664551,-75.29631971780546,-75.29631971780546
2448.6800686645506,-75.28461084954522,-75.28461084954522
2448.690068664551,-75.27288600901333,-75.27288600901333
2448.7000686645506,-75.26114670526647,-75.26114670526647
2448.710068664551,-75.24922328820612,-75.24922328820612
2448.7200686645506,-75.2371599244908,-75.2371599244908
2448.730068664551,-75.22498223305323,-75.22498223305323
2448.7400686645506,-75.21270733717172,-75.21270733717172
2448.750068664551,-75.20034783605803,-75.20034783605803
2448.760068664551,-75.187913645835,-75.187913645835
2448.7700686645508,-75.17541295718497,-75.17541295718497
2448.780068664551,-75.16285277669611,-75.16285277669611
2448.7900686645507,-75.15023925285294,-75.15023925285294
2448.800068664551,-75.1375778829341,-75.1375778829341
2448.8100686645507,-75.12487365046164,-75.12487365046164
2448.820068664551,-75.11213112058469,-75.11213112058469
2448.8300686645507,-75.09935450883188,-75.09935450883188
2448.840068664551,-75.08654773252779,-75.08654773252779
2448.8500686883926,-75.07371441965671,-75.07371441965671
2448.860068688393,-75.0608580636486,-75.0608580636486
2448.8700686883926,-75.04798186394045,-75.04798186394045
2448.880068688393,-75.03508887056587,-75.03508887056587
2448.8900686883926,-75.0221819710368,-75.0221819710368
2448.900068688393,-75.00926390554265,-75.00926390554265
2448.9100686883926,-74.99633728003967,-74.99633728003967
2448.920068688393,-74.98340457761154,-74.98340457761154
2448.9300686883926,-74.97046816842493,-74.97046816842493
2448.940068688393,-74.95753031848112,-74.95753031848112
2448.9500686883925,-74.94459319738276,-74.94459319738276
2448.9600686883928,-74.93148847643639,-74.93148847643639
2448.9700686883925,-74.9182606662445,-74.9182606662445
2448.9800686883927,-74.90493576047982,-74.90493576047982
2448.9900686883925,-74.89153124597034,-74.89153124597034
2449.0000686883927,-74.8780600602082,-74.8780600602082
2449.0100686883925,-74.86453242765633,-74.86453242765633
2449.0200686883927,-74.85095681648113,-74.85095681648113
2449.0300686883925,-74.83734048053611,-74.83734048053611
2449.0400686883927,-74.82368978671951,-74.82368978671951
2449.0500686883925,-74.81001042348335,-74.81001042348335
2449.0600686883927,-74.79630754002513,-74.79630754002513
2449.0700686883924,-74.78258584333257,-74.78258584333257
2449.0800686883927,-74.76884966859747,-74.76884966859747
2449.0900686883924,-74.75510303215394,-74.75510303215394
2449.1000686883926,-74.74134967262391,-74.74134967262391
2449.110068688393,-74.72759308371984,-74.72759308371984
2449.1200686883926,-74.71383654107689,-74.71383654107689
2449.130068688393,-74.70008312457936,-74.70008312457936
2449.1400686883926,-74.68633573723739,-74.68633573723739
2449.150068688393,-74.67259712135866,-74.67259712135866
2449.1600686883926,-74.65886987257421,-74.65886987257421
2449.170068688393,-74.64515645202987,-74.64515645202987
2449.1800686883926,-74.63145919714921,-74.63145919714921
2449.190068688393,-74.61778033113808,-74.61778033113808
2449.2000686883925,-74.6041219714212,-74.6041219714212
2449.2100686883928,-74.59048613719406,-74.59048613719406
2449.2200686883925,-74.57687475617402,-74.57687475617402
2449.2300686883927,-74.56328967069568,-74.56328967069568
2449.2400686883925,-74.5497326431857,-74.5497326431857
2449.2500686883927,-74.53620536115271,-74.53620536115271
2449.2600686883925,-74.52270944167319,-74.52270944167319
