edge_type_id target_query source_query model_template dynamics_params delay
267 node_type_id=='487664663' pop_name=='e5noRbp4' exp2syn AMPA_ExcToExc.json 1.5
268 node_type_id=='471129934' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
269 node_type_id=='471143169' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
270 node_type_id=='471758398' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
271 node_type_id=='471767045' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
272 node_type_id=='485574832' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
273 node_type_id=='485835055' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
274 node_type_id=='485880739' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
275 node_type_id=='486052980' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
276 node_type_id=='486110216' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
277 node_type_id=='487664663' pop_name=='e6Ntsr1' exp2syn AMPA_ExcToExc.json 3.5
278 node_type_id=='471129934' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
279 node_type_id=='471143169' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
280 node_type_id=='471758398' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
281 node_type_id=='471767045' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
282 node_type_id=='485574832' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
283 node_type_id=='485835055' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
284 node_type_id=='485880739' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
285 node_type_id=='486052980' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
286 node_type_id=='486110216' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
287 node_type_id=='487664663' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
288 node_type_id=='471129934' pop_name=='e4Rorb' exp2syn GABA_InhToExc.json 1.5
289 node_type_id=='471767045' pop_name=='e4Rorb' exp2syn GABA_InhToExc.json 1.5
290 node_type_id=='485574832' pop_name=='e4Rorb' exp2syn GABA_InhToExc.json 1.5
291 node_type_id=='485835055' pop_name=='e4Rorb' exp2syn GABA_InhToExc.json 1.5
292 node_type_id=='485880739' pop_name=='e4Rorb' exp2syn GABA_InhToExc.json 1.5
293 node_type_id=='486052980' pop_name=='e4Rorb' exp2syn GABA_InhToExc.json 1.5
294 node_type_id=='486110216' pop_name=='e4Rorb' exp2syn GABA_InhToExc.json 1.5
295 node_type_id=='487664663' pop_name=='e4Rorb' exp2syn GABA_InhToExc.json 1.5
296 node_type_id=='471129934' pop_name=='i23Sst' exp2syn GABA_InhToExc.json 1.5
297 node_type_id=='471758398' pop_name=='i23Sst' exp2syn GABA_InhToExc.json 1.5
298 node_type_id=='471767045' pop_name=='i23Sst' exp2syn GABA_InhToExc.json 1.5
299 node_type_id=='485574832' pop_name=='i23Sst' exp2syn GABA_InhToExc.json 1.5
300 node_type_id=='485835055' pop_name=='i23Sst' exp2syn GABA_InhToExc.json 1.5
301 node_type_id=='485880739' pop_name=='i23Sst' exp2syn GABA_InhToExc.json 1.5
302 node_type_id=='486052980' pop_name=='i23Sst' exp2syn GABA_InhToExc.json 1.5
303 node_type_id=='486110216' pop_name=='i23Sst' exp2syn GABA_InhToExc.json 1.5
304 node_type_id=='487664663' pop_name=='i23Sst' exp2syn GABA_InhToExc.json 1.5
305 node_type_id=='471129934' pop_name=='i5Htr3a' exp2syn GABA_InhToExc.json 1.5
306 node_type_id=='471129934' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
307 node_type_id=='471758398' pop_name=='i5Htr3a' exp2syn GABA_InhToExc.json 1.5
308 node_type_id=='471767045' pop_name=='i5Htr3a' exp2syn GABA_InhToExc.json 1.5
309 node_type_id=='471767045' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
310 node_type_id=='485574832' pop_name=='i5Htr3a' exp2syn GABA_InhToExc.json 1.5
311 node_type_id=='485574832' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
312 node_type_id=='485835055' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
313 node_type_id=='485835055' pop_name=='i5Htr3a' exp2syn GABA_InhToExc.json 1.5
314 node_type_id=='485880739' pop_name=='i5Htr3a' exp2syn GABA_InhToExc.json 1.5
315 node_type_id=='485880739' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
316 node_type_id=='486052980' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
317 node_type_id=='486052980' pop_name=='i5Htr3a' exp2syn GABA_InhToExc.json 1.5
318 node_type_id=='486110216' pop_name=='i5Htr3a' exp2syn GABA_InhToExc.json 1.5
319 node_type_id=='487664663' pop_name=='i5Htr3a' exp2syn GABA_InhToExc.json 1.5
320 node_type_id=='487664663' pop_name=='i6Htr3a' exp2syn GABA_InhToExc.json 1.5
321 node_type_id=='471129934' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
322 node_type_id=='471143169' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
